Year,County_of_Residence,County_of_Residence_FIPS,Maternal_Morbidity_Desc,Maternal_Morbidity_YN,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks
2018-01-01,"Hamilton County, OH",39061,None checked,1,10498,28.8,38.35,38.47,3226.31,27.05,11.43
2018-01-01,"Anderson County, SC",45007,None checked,1,2185,27.44,38.23,38.47,3229.67,28.11,13.46
2018-01-01,"Montgomery County, TN",47125,None checked,1,3473,27.09,38.32,38.47,3273.08,26.72,11.94
2018-01-01,"Adams County, CO",08001,None checked,1,6199,28.79,38.6,38.72,3198.77,27.5,10.32
2018-01-01,"Martin County, FL",12085,None checked,1,1239,29.61,38.55,38.72,3289.48,26.19,11.65
2018-01-01,"Black Hawk County, IA",19013,None checked,1,1613,28.29,38.43,38.72,3304.25,27.82,11.11
2018-01-01,"St. Clair County, MI",26147,None checked,1,1527,27.99,38.42,38.72,3327.58,28.19,11.22
2018-01-01,"Washoe County, NV",32031,None checked,1,5353,28.83,38.46,38.72,3237.41,27.0,9.96
2018-01-01,"Harnett County, NC",37085,None checked,1,1832,28.39,38.36,38.72,3273.28,27.36,10.83
2018-01-01,"Richland County, OH",39139,None checked,1,1332,26.87,38.46,38.72,3279.59,27.54,11.36
2018-01-01,"Beaver County, PA",42007,None checked,1,1523,28.91,38.61,38.72,3294.21,27.23,11.43
2018-01-01,"Fayette County, PA",42051,None checked,1,1307,27.27,38.44,38.72,3254.81,27.97,12.37
2018-01-01,"Lebanon County, PA",42075,None checked,1,1535,27.9,38.55,38.72,3293.69,27.22,11.63
2018-01-01,"Saratoga County, NY",36091,None checked,1,1974,30.7,38.82,38.97,3372.78,27.23,12.02
2018-01-01,"Washington County, RI",44009,None checked,1,861,31.09,38.77,38.97,3368.62,26.01,12.8
2018-01-01,"Rockland County, NY",36087,None checked,1,5637,29.95,39.1,39.22,3335.24,25.55,11.02
2018-01-01,"Unidentified Counties, MS",28999,None checked,1,25578,26.6,37.92,38.05,3127.62,28.94,11.62
2018-01-01,"El Paso County, CO",08041,None checked,1,9060,28.48,38.42,38.55,3167.12,26.8,9.53
2018-01-01,"Larimer County, CO",08069,None checked,1,3186,30.11,38.55,38.55,3210.06,25.77,12.36
2018-01-01,"Unidentified Counties, FL",12999,None checked,1,12879,27.3,38.35,38.55,3247.14,27.91,10.38
2018-01-01,"Forsyth County, GA",13117,None checked,1,2238,31.08,38.42,38.55,3283.68,26.11,12.64
2018-01-01,"Richmond County, GA",13245,None checked,1,2867,27.24,38.21,38.55,3131.16,27.76,10.31
2018-01-01,"Charles County, MD",24017,None checked,1,1837,29.48,38.48,38.55,3229.0,28.17,10.26
2018-01-01,"Monroe County, MI",26115,None checked,1,1451,28.51,38.44,38.55,3330.44,28.17,13.0
2018-01-01,"Brunswick County, NC",37019,None checked,1,976,28.22,38.33,38.55,3254.52,27.52,11.17
2018-01-01,"Hamilton County, TN",47065,None checked,1,4152,28.45,38.39,38.55,3234.15,26.7,11.33
2018-01-01,"Mohave County, AZ",04015,None checked,1,1776,27.09,38.55,38.8,3292.23,27.61,10.67
2018-01-01,"Berkshire County, MA",25003,None checked,1,988,29.45,38.73,38.8,3283.02,26.98,11.97
2018-01-01,"Ramsey County, MN",27123,None checked,1,7353,29.62,38.64,38.8,3278.0,27.17,11.33
2018-01-01,"Wayne County, NC",37191,None checked,1,1628,27.3,38.55,38.8,3288.21,28.11,10.66
2018-01-01,"Westmoreland County, PA",42129,None checked,1,2802,29.19,38.55,38.8,3293.69,27.1,13.49
2018-01-01,"Spotsylvania County, VA",51177,None checked,1,1494,29.06,38.41,38.8,3296.2,27.8,11.21
2018-01-01,"Kootenai County, ID",16055,None checked,1,1703,28.48,38.7,39.05,3371.05,26.45,12.69
2018-01-01,"Merrimack County, NH",33013,None checked,1,1277,29.83,38.87,39.05,3352.09,27.47,13.1
2018-01-01,"Linn County, OR",41043,None checked,1,1474,28.01,38.78,39.05,3389.21,28.04,11.7
2018-01-01,"Spokane County, WA",53063,None checked,1,5611,28.63,38.61,39.05,3303.67,27.08,11.52
2018-01-01,"Hinds County, MS",28049,None checked,1,3012,27.07,37.75,37.8,3032.91,28.89,13.23
2018-01-01,"Terrebonne Parish, LA",22109,None checked,1,1501,26.94,37.98,38.13,3182.91,29.5,12.8
2018-01-01,"Baldwin County, AL",01003,None checked,1,2265,28.03,38.22,38.38,3256.55,27.3,11.4
2018-01-01,"Tuscaloosa County, AL",01125,None checked,1,2396,27.45,38.23,38.38,3192.1,28.11,9.79
2018-01-01,"DeKalb County, GA",13089,None checked,1,10699,29.55,38.43,38.38,3177.15,26.61,10.64
2018-01-01,"St. Clair County, IL",17163,None checked,1,3071,28.04,38.18,38.38,3189.1,28.7,10.4
2018-01-01,"Wyandotte County, KS",20209,None checked,1,2592,27.28,38.34,38.38,3218.01,28.43,10.25
2018-01-01,"Fayette County, KY",21067,None checked,1,3877,29.16,38.23,38.38,3235.23,26.97,12.33
2018-01-01,"Douglas County, NE",31055,None checked,1,8192,29.27,38.27,38.38,3275.24,26.92,12.17
2018-01-01,"Essex County, NJ",34013,None checked,1,10345,30.31,38.37,38.38,3206.88,27.07,9.68
2018-01-01,"Blount County, TN",47009,None checked,1,1290,27.62,38.27,38.38,3283.91,27.02,12.8
2018-01-01,"Tarrant County, TX",48439,None checked,1,27094,28.67,38.3,38.38,3239.64,27.37,9.35
2018-01-01,"Cochise County, AZ",04003,None checked,1,1332,27.34,38.61,38.63,3248.61,27.28,8.76
2018-01-01,"Los Angeles County, CA",06037,None checked,1,109465,30.4,38.55,38.63,3260.85,26.6,12.19
2018-01-01,"Brevard County, FL",12009,None checked,1,5263,28.86,38.39,38.63,3270.72,26.88,10.44
2018-01-01,"Marion County, FL",12083,None checked,1,3444,27.38,38.43,38.63,3235.52,27.72,10.26
2018-01-01,"Santa Rosa County, FL",12113,None checked,1,1935,28.61,38.33,38.63,3294.6,26.46,11.52
2018-01-01,"Lake County, IL",17097,None checked,1,6981,30.2,38.48,38.63,3304.07,27.32,11.8
2018-01-01,"Clark County, IN",18019,None checked,1,1383,27.95,38.36,38.63,3288.42,28.01,10.87
2018-01-01,"Unidentified Counties, IN",18999,None checked,1,28820,27.28,38.47,38.63,3310.24,28.0,11.46
2018-01-01,"Alamance County, NC",37001,None checked,1,1938,28.36,38.42,38.63,3259.66,28.76,10.94
2018-01-01,"Unidentified Counties, NC",37999,None checked,1,30777,27.52,38.36,38.63,3234.67,28.28,11.94
2018-01-01,"Unidentified Counties, ND",38999,None checked,1,8070,28.26,38.43,38.63,3348.22,28.22,10.55
2018-01-01,"Summit County, OH",39153,None checked,1,5822,28.6,38.48,38.63,3255.63,27.27,11.7
2018-01-01,"Wood County, OH",39173,None checked,1,1242,28.86,38.39,38.63,3315.21,27.39,12.78
2018-01-01,"Cambria County, PA",42021,None checked,1,1200,28.07,38.4,38.63,3258.34,27.54,11.05
2018-01-01,"Delaware County, PA",42045,None checked,1,6299,30.45,38.59,38.63,3279.27,26.7,10.56
2018-01-01,"Schuylkill County, PA",42107,None checked,1,1164,27.97,38.48,38.63,3287.64,27.77,11.61
2018-01-01,"York County, PA",42133,None checked,1,4674,28.48,38.49,38.63,3294.5,27.61,11.72
2018-01-01,"Pennington County, SD",46103,None checked,1,1531,27.94,38.4,38.63,3303.54,26.56,10.39
2018-01-01,"Smith County, TX",48423,None checked,1,2906,27.72,38.43,38.63,3292.39,27.83,10.79
2018-01-01,"Utah County, UT",49049,None checked,1,11343,28.44,38.45,38.63,3304.77,25.6,11.23
2018-01-01,"Napa County, CA",06055,None checked,1,1186,30.82,38.68,38.88,3346.51,26.9,12.24
2018-01-01,"Unidentified Counties, ME",23999,None checked,1,3900,28.09,38.69,38.88,3339.16,28.33,13.03
2018-01-01,"Middlesex County, MA",25017,None checked,1,16283,32.15,38.69,38.88,3301.87,25.39,11.88
2018-01-01,"Livingston County, MI",26093,None checked,1,1665,30.34,38.63,38.88,3367.59,26.89,14.36
2018-01-01,"Dakota County, MN",27037,None checked,1,5067,30.61,38.68,38.88,3352.32,27.28,12.52
2018-01-01,"Deschutes County, OR",41017,None checked,1,1801,30.04,39.02,38.88,3304.5,25.95,10.62
2018-01-01,"Unidentified Counties, OR",41999,None checked,1,9373,28.33,38.71,38.88,3334.86,27.66,11.87
2018-01-01,"Shelby County, AL",01117,None checked,1,2244,29.45,38.46,38.46,3284.12,27.39,10.43
2018-01-01,"Pima County, AZ",04019,None checked,1,10477,28.34,38.49,38.46,3246.47,27.16,9.57
2018-01-01,"Palm Beach County, FL",12099,None checked,1,14965,30.06,38.41,38.46,3228.08,26.5,10.93
2018-01-01,"Will County, IL",17197,None checked,1,7193,30.01,38.32,38.46,3290.87,27.33,11.19
2018-01-01,"Woodbury County, IA",19193,None checked,1,1369,27.56,38.37,38.46,3272.84,27.89,11.78
2018-01-01,"Prince George's County, MD",24033,None checked,1,11985,29.66,38.38,38.46,3213.43,27.95,10.2
2018-01-01,"Genesee County, MI",26049,None checked,1,4531,27.6,38.27,38.46,3205.26,27.93,11.96
2018-01-01,"Lubbock County, TX",48303,None checked,1,3806,27.34,38.32,38.46,3217.25,27.86,10.57
2018-01-01,"Yavapai County, AZ",04025,None checked,1,1755,27.69,38.54,38.71,3261.74,26.53,11.41
2018-01-01,"Tulare County, CA",06107,None checked,1,6876,27.82,38.51,38.71,3304.7,28.54,11.34
2018-01-01,"Windham County, CT",09015,None checked,1,1047,29.23,38.39,38.71,3274.9,27.5,11.58
2018-01-01,"Indian River County, FL",12061,None checked,1,1280,28.8,38.43,38.71,3270.35,27.56,12.63
2018-01-01,"Anne Arundel County, MD",24003,None checked,1,6710,30.55,38.51,38.71,3293.9,26.94,10.58
2018-01-01,"New York County, NY",36061,None checked,1,16752,32.55,38.63,38.71,3224.6,24.02,11.63
2018-01-01,"Lake County, OH",39085,None checked,1,2173,29.4,38.53,38.71,3290.64,26.94,12.06
2018-01-01,"Washington County, TN",47179,None checked,1,1242,27.99,38.32,38.71,3278.9,26.98,11.53
2018-01-01,"Benton County, WA",53005,None checked,1,2500,28.5,38.56,38.71,3327.93,27.41,11.3
2018-01-01,"Humboldt County, CA",06023,None checked,1,1330,29.4,38.86,38.96,3387.21,27.54,12.39
2018-01-01,"Columbia County, GA",13073,None checked,1,1798,29.54,38.5,38.96,3322.49,27.07,11.06
2018-01-01,"Kennebec County, ME",23011,None checked,1,1157,28.46,38.71,38.96,3318.51,28.82,12.96
2018-01-01,"Strafford County, NH",33017,None checked,1,1118,29.59,38.75,38.96,3352.85,27.39,12.66
2018-01-01,"Jefferson County, NY",36045,None checked,1,1818,26.69,38.62,38.96,3338.79,27.62,11.97
2018-01-01,"Douglas County, OR",41019,None checked,1,1043,27.56,38.7,38.96,3321.44,27.78,13.41
2018-01-01,"Imperial County, CA",06025,None checked,1,2625,27.91,38.65,39.21,3320.75,27.98,9.44
2018-01-01,"Shelby County, TN",47157,None checked,1,12965,27.7,38.18,38.04,3131.35,27.61,9.91
2018-01-01,"Maricopa County, AZ",04013,None checked,1,51446,28.7,38.44,38.54,3282.31,27.06,11.09
2018-01-01,"Kankakee County, IL",17091,None checked,1,1221,27.95,38.32,38.54,3224.7,28.15,10.92
2018-01-01,"Peoria County, IL",17143,None checked,1,2402,27.84,38.3,38.54,3238.02,28.49,11.49
2018-01-01,"Ingham County, MI",26065,None checked,1,3005,28.67,38.53,38.54,3264.29,27.72,14.05
2018-01-01,"St. Charles County, MO",29183,None checked,1,4239,30.18,38.37,38.54,3326.45,26.65,11.72
2018-01-01,"Niagara County, NY",36063,None checked,1,2020,28.96,38.42,38.54,3268.61,28.44,10.19
2018-01-01,"Rowan County, NC",37159,None checked,1,1564,27.62,38.24,38.54,3212.32,28.66,11.07
2018-01-01,"Aiken County, SC",45003,None checked,1,1867,27.81,38.25,38.54,3217.36,28.07,10.83
2018-01-01,"Norfolk city, VA",51710,None checked,1,3419,27.65,38.23,38.54,3189.96,27.75,11.77
2018-01-01,"Unidentified Counties, WY",56999,None checked,1,6461,28.06,38.45,38.54,3171.74,26.7,10.46
2018-01-01,"Unidentified Counties, CA",06999,None checked,1,9778,28.62,38.69,38.79,3324.54,27.38,11.26
2018-01-01,"Norfolk County, MA",25021,None checked,1,6895,32.39,38.69,38.79,3320.96,25.34,12.1
2018-01-01,"Gloucester County, NJ",34015,None checked,1,2723,30.34,38.64,38.79,3325.84,27.94,10.52
2018-01-01,"Hunterdon County, NJ",34019,None checked,1,950,32.36,38.61,38.79,3333.75,25.74,12.15
2018-01-01,"Ontario County, NY",36069,None checked,1,937,29.58,38.62,38.79,3357.41,27.26,10.98
2018-01-01,"Catawba County, NC",37035,None checked,1,1686,27.69,38.55,38.79,3291.71,27.53,13.68
2018-01-01,"Gaston County, NC",37071,None checked,1,2480,27.86,38.6,38.79,3247.95,27.72,11.64
2018-01-01,"Fairfax County, VA",51059,None checked,1,13751,31.71,38.57,38.79,3296.2,25.66,11.63
2018-01-01,"Marathon County, WI",55073,None checked,1,1543,28.84,38.58,38.79,3345.63,28.55,11.19
2018-01-01,"Walworth County, WI",55127,None checked,1,928,29.17,38.66,39.04,3380.37,27.81,12.1
2018-01-01,"Rankin County, MS",28121,None checked,1,1738,28.52,37.88,38.12,3226.79,28.45,12.6
2018-01-01,"Webb County, TX",48479,None checked,1,4685,26.66,38.12,38.12,3218.93,27.77,8.94
2018-01-01,"Houston County, AL",01069,None checked,1,1342,27.02,38.3,38.37,3204.59,29.36,11.28
2018-01-01,"Vanderburgh County, IN",18163,None checked,1,2081,27.26,38.22,38.37,3223.14,27.63,11.75
2018-01-01,"Sedgwick County, KS",20173,None checked,1,6686,27.97,38.35,38.37,3288.41,27.57,10.89
2018-01-01,"Jefferson Parish, LA",22051,None checked,1,5544,28.55,38.22,38.37,3176.28,27.75,11.89
2018-01-01,"DeSoto County, MS",28033,None checked,1,2121,28.04,38.32,38.37,3246.14,28.1,10.85
2018-01-01,"Jackson County, MS",28059,None checked,1,1589,27.45,38.1,38.37,3193.44,27.74,11.82
2018-01-01,"Pitt County, NC",37147,None checked,1,2076,28.4,38.1,38.37,3185.72,28.73,11.76
2018-01-01,"Oklahoma County, OK",40109,None checked,1,11148,28.07,38.21,38.37,3224.49,27.54,10.6
2018-01-01,"Brazoria County, TX",48039,None checked,1,4701,29.0,38.19,38.37,3252.83,27.64,10.8
2018-01-01,"Navajo County, AZ",04017,None checked,1,1355,27.19,38.39,38.62,3219.35,28.43,9.71
2018-01-01,"Kern County, CA",06029,None checked,1,12842,27.84,38.51,38.62,3277.57,28.47,11.58
2018-01-01,"Santa Barbara County, CA",06083,None checked,1,5206,29.15,38.6,38.62,3310.02,27.01,13.14
2018-01-01,"Linn County, IA",19113,None checked,1,2693,28.88,38.41,38.62,3334.29,27.6,12.46
2018-01-01,"Unidentified Counties, MT",30999,None checked,1,8497,28.4,38.56,38.62,3287.0,26.77,10.88
2018-01-01,"Cabarrus County, NC",37025,None checked,1,2480,29.44,38.38,38.62,3242.92,27.74,11.83
2018-01-01,"Parker County, TX",48367,None checked,1,1529,28.64,38.42,38.62,3315.8,26.8,10.78
2018-01-01,"Williamson County, TX",48491,None checked,1,6624,30.19,38.46,38.62,3310.67,26.52,12.66
2018-01-01,"Winnebago County, WI",55139,None checked,1,1761,29.24,38.34,38.62,3327.99,28.36,13.65
2018-01-01,"Boulder County, CO",08013,None checked,1,2525,31.25,38.8,38.87,3231.21,25.15,10.76
2018-01-01,"Litchfield County, CT",09005,None checked,1,1344,30.56,38.69,38.87,3352.57,27.01,12.77
2018-01-01,"Middlesex County, CT",09007,None checked,1,1227,30.99,38.65,38.87,3329.12,26.59,13.36
2018-01-01,"New London County, CT",09011,None checked,1,2433,29.69,38.65,38.87,3335.55,27.31,12.52
2018-01-01,"Hampshire County, MA",25015,None checked,1,922,31.42,38.79,38.87,3348.9,26.46,12.37
2018-01-01,"Rensselaer County, NY",36083,None checked,1,1547,29.55,38.74,38.87,3336.54,28.11,12.23
2018-01-01,"Wayne County, OH",39169,None checked,1,1430,28.33,38.74,38.87,3369.12,27.37,10.31
2018-01-01,"Butler County, PA",42019,None checked,1,1783,29.96,38.63,38.87,3334.8,26.55,12.58
2018-01-01,"Kent County, RI",44003,None checked,1,1463,30.22,38.64,38.87,3350.08,27.07,12.08
2018-01-01,"Wichita County, TX",48485,None checked,1,1602,26.77,38.36,38.87,3286.17,27.52,11.66
2018-01-01,"Onslow County, NC",37133,None checked,1,3875,26.28,38.6,39.12,3329.03,26.39,12.28
2018-01-01,"Jefferson County, AL",01073,None checked,1,8427,28.44,38.24,38.2,3160.88,27.68,10.27
2018-01-01,"Unidentified Counties, AZ",04999,None checked,1,2803,27.14,38.31,38.45,3250.37,27.85,9.1
2018-01-01,"Clay County, FL",12019,None checked,1,2162,28.38,38.3,38.45,3250.65,27.54,10.67
2018-01-01,"Champaign County, IL",17019,None checked,1,2191,28.93,38.29,38.45,3253.47,27.75,12.76
2018-01-01,"Winnebago County, IL",17201,None checked,1,3433,27.9,38.21,38.45,3246.74,28.91,13.05
2018-01-01,"Passaic County, NJ",34031,None checked,1,6450,29.53,38.35,38.45,3223.39,26.68,10.77
2018-01-01,"Erie County, PA",42049,None checked,1,2756,27.96,38.28,38.45,3239.11,27.22,10.77
2018-01-01,"Spartanburg County, SC",45083,None checked,1,3826,27.71,38.26,38.45,3245.2,27.87,13.31
2018-01-01,"Sumter County, SC",45085,None checked,1,1345,27.26,38.22,38.45,3212.61,29.32,11.78
2018-01-01,"Davidson County, TN",47037,None checked,1,9809,29.22,38.45,38.45,3241.91,26.33,10.2
2018-01-01,"Unidentified Counties, TN",47999,None checked,1,30005,26.78,38.26,38.45,3252.85,27.82,11.45
2018-01-01,"Comal County, TX",48091,None checked,1,1496,28.87,38.25,38.45,3254.64,26.54,10.26
2018-01-01,"Randall County, TX",48381,None checked,1,1630,28.18,38.48,38.45,3238.15,27.17,11.2
2018-01-01,"Orange County, CA",06059,None checked,1,35421,30.98,38.63,38.7,3291.37,25.35,12.58
2018-01-01,"Volusia County, FL",12127,None checked,1,4801,28.22,38.45,38.7,3264.42,27.06,11.2
2018-01-01,"Boone County, KY",21015,None checked,1,1670,29.23,38.4,38.7,3323.83,26.78,11.65
2018-01-01,"Kenton County, KY",21117,None checked,1,2157,28.6,38.38,38.7,3285.32,27.35,11.5
2018-01-01,"Ottawa County, MI",26139,None checked,1,3106,29.14,38.56,38.7,3375.6,27.31,11.08
2018-01-01,"Burlington County, NJ",34005,None checked,1,4326,30.54,38.55,38.7,3295.25,27.25,10.28
2018-01-01,"Queens County, NY",36081,None checked,1,27568,30.71,38.59,38.7,3217.63,25.59,11.16
2018-01-01,"Mecklenburg County, NC",37119,None checked,1,14423,29.7,38.51,38.7,3218.61,26.34,12.05
2018-01-01,"Lackawanna County, PA",42069,None checked,1,2021,28.94,38.5,38.7,3279.09,27.0,11.33
2018-01-01,"Washington County, PA",42125,None checked,1,2030,29.33,38.55,38.7,3289.82,27.02,11.59
2018-01-01,"Chesapeake city, VA",51550,None checked,1,2906,29.08,38.32,38.7,3271.24,27.4,12.29
2018-01-01,"Brown County, WI",55009,None checked,1,3115,28.97,38.4,38.7,3315.06,27.86,13.58
2018-01-01,"Maui County, HI",15009,None checked,1,1816,29.62,38.64,38.95,3242.36,26.03,11.97
2018-01-01,"Tompkins County, NY",36109,None checked,1,713,30.52,38.79,38.95,3332.67,26.44,11.99
2018-01-01,"Buncombe County, NC",37021,None checked,1,2458,29.68,38.49,38.95,3261.79,25.96,13.99
2018-01-01,"Medina County, OH",39103,None checked,1,1653,30.05,38.77,38.95,3381.09,26.68,12.15
2018-01-01,"La Crosse County, WI",55063,None checked,1,1149,29.49,38.97,38.95,3387.33,27.63,11.68
2018-01-01,"Montgomery County, AL",01101,None checked,1,3107,27.48,37.9,38.03,3081.5,28.69,10.06
2018-01-01,"Florence County, SC",45041,None checked,1,1609,27.62,38.08,38.03,3125.12,29.32,12.66
2018-01-01,"Kanawha County, WV",54039,None checked,1,1822,27.29,37.95,38.03,3217.58,27.74,10.7
2018-01-01,"Unidentified Counties, AL",01999,None checked,1,22131,26.66,38.17,38.28,3198.1,28.48,10.52
2018-01-01,"Douglas County, GA",13097,None checked,1,1672,28.57,38.16,38.28,3157.99,28.33,12.03
2018-01-01,"Mahoning County, OH",39099,None checked,1,2326,27.91,38.1,38.28,3159.21,27.58,12.94
2018-01-01,"Unidentified Counties, SC",45999,None checked,1,12730,26.86,38.12,38.28,3160.03,29.2,12.0
2018-01-01,"Midland County, TX",48329,None checked,1,2985,27.57,38.17,38.28,3204.09,27.14,10.99
2018-01-01,"Faulkner County, AR",05045,None checked,1,1443,27.74,38.32,38.53,3297.0,28.69,11.46
2018-01-01,"Saline County, AR",05125,None checked,1,1315,27.95,38.27,38.53,3283.75,27.67,10.77
2018-01-01,"Sebastian County, AR",05131,None checked,1,1644,26.79,38.38,38.53,3268.11,28.36,9.52
2018-01-01,"Fresno County, CA",06019,None checked,1,14420,28.44,38.49,38.53,3277.66,28.21,12.79
2018-01-01,"Johnson County, IN",18081,None checked,1,1858,28.27,38.46,38.53,3320.72,27.76,11.97
2018-01-01,"Baltimore County, MD",24005,None checked,1,9616,29.93,38.37,38.53,3236.11,27.32,10.94
2018-01-01,"Butler County, OH",39017,None checked,1,4380,28.61,38.35,38.53,3275.63,27.57,11.8
2018-01-01,"Franklin County, OH",39049,None checked,1,17705,29.25,38.42,38.53,3236.08,26.8,10.91
2018-01-01,"Canadian County, OK",40017,None checked,1,1843,28.35,38.26,38.53,3301.62,27.55,10.79
2018-01-01,"Williamson County, TN",47187,None checked,1,2114,31.58,38.48,38.53,3339.02,24.75,11.13
2018-01-01,"Collin County, TX",48085,None checked,1,11067,30.66,38.38,38.53,3267.31,25.84,11.1
2018-01-01,"Unidentified Counties, AK",02999,None checked,1,5922,28.21,38.63,38.78,3426.72,27.13,10.59
2018-01-01,"Sarasota County, FL",12115,None checked,1,2843,29.31,38.6,38.78,3307.31,26.07,11.6
2018-01-01,"Elkhart County, IN",18039,None checked,1,3080,27.29,38.67,38.78,3329.85,27.68,11.1
2018-01-01,"Cumberland County, ME",23005,None checked,1,2701,31.2,38.69,38.78,3349.16,26.69,14.14
2018-01-01,"Unidentified Counties, MD",24999,None checked,1,5376,28.56,38.57,38.78,3308.38,27.75,11.69
2018-01-01,"Anoka County, MN",27003,None checked,1,4197,30.09,38.63,38.78,3362.1,27.57,11.49
2018-01-01,"Lehigh County, PA",42077,None checked,1,4317,28.74,38.63,38.78,3274.72,27.26,12.51
2018-01-01,"Prince William County, VA",51153,None checked,1,6433,30.1,38.5,38.78,3291.56,27.02,10.79
2018-01-01,"Madison County, AL",01089,None checked,1,4191,28.66,38.01,38.11,3177.21,27.68,9.8
2018-01-01,"Bonneville County, ID",16019,None checked,1,1803,27.93,38.33,38.36,3203.78,27.53,11.9
2018-01-01,"Tom Green County, TX",48451,None checked,1,1453,27.05,38.11,38.36,3206.15,28.29,11.57
2018-01-01,"Madera County, CA",06039,None checked,1,2040,28.27,38.59,38.61,3300.37,28.76,11.2
2018-01-01,"Riverside County, CA",06065,None checked,1,28548,28.93,38.54,38.61,3288.81,27.29,11.37
2018-01-01,"New Castle County, DE",10003,None checked,1,6012,29.45,38.43,38.61,3241.47,27.75,10.6
2018-01-01,"Sussex County, DE",10005,None checked,1,2250,28.51,38.46,38.61,3269.3,27.29,9.79
2018-01-01,"Polk County, FL",12105,None checked,1,7791,27.65,38.4,38.61,3256.75,28.09,10.66
2018-01-01,"Scott County, IA",19163,None checked,1,2071,28.52,38.41,38.61,3309.39,27.67,12.81
2018-01-01,"Warren County, KY",21227,None checked,1,1724,27.84,38.33,38.61,3300.5,26.79,10.45
2018-01-01,"Bergen County, NJ",34003,None checked,1,9058,32.25,38.47,38.61,3244.92,25.39,11.34
2018-01-01,"Union County, NJ",34039,None checked,1,6711,30.84,38.55,38.61,3259.77,26.66,10.44
2018-01-01,"New Hanover County, NC",37129,None checked,1,2114,29.62,38.36,38.61,3264.24,25.95,12.22
2018-01-01,"Columbiana County, OH",39029,None checked,1,975,27.01,38.35,38.61,3270.65,28.1,12.73
2018-01-01,"Lorain County, OH",39093,None checked,1,3133,28.36,38.4,38.61,3262.14,27.42,11.74
2018-01-01,"Berks County, PA",42011,None checked,1,4375,28.27,38.43,38.61,3274.2,27.51,14.76
2018-01-01,"Sumner County, TN",47165,None checked,1,2131,28.55,38.37,38.61,3313.85,27.0,10.39
2018-01-01,"Outagamie County, WI",55087,None checked,1,2187,29.47,38.37,38.61,3352.46,27.66,13.92
2018-01-01,"Unidentified Counties, MI",26999,None checked,1,21059,27.84,38.65,38.86,3344.04,28.03,11.94
